ArtistId,ArtistTitle,ArtistDescription,,
1aOp1lgpcwRxADf1jHvXhu,Dear and the Headlights,alternative emo dreamo emo modern rock progressive post-hardcore ,,
53aG4J98oNKWKuMPg5g225,Haricot Vert,,,
2Cizqn7WhpQgQRnsvUqXO1,Harold Lee,,,
1VBflYyxBhnDc9uVib98rw,Icona Pop,candy pop dance pop edm metropopolis pop swedish synthpop tropical house ,,
6KgFozuS2MUWsQfgWRrbGh,Heidi Hauge,danseband ,,
2ZvrvbQNrHKwjT7qfGFFUW,Herbie Hancock,adult standards bebop classic funk rock contemporary jazz contemporary post-bop cool jazz funk hard bop jazz jazz blues jazz christmas jazz funk jazz fusion soul soul jazz vocal jazz ,,
7j1iXcJI6oyOOnuYEVpKhv,Henry Arland,ballroom easy listening romantico volksmusik ,,
6BMhCQJYHxxKAeqYS1p5rY,Hinder,alternative metal nu metal pop rock post-grunge rap metal rap rock ,,
1fQ46lgoUCz8FVXdTVNk0a,Hurricane Chris,crunk deep southern trap dirty south rap gangster rap hip pop pop rap rap southern hip hop trap music ,,
7LGsUyQDOzJxwTfpVDRXOY,Human Life,filter house retro electro ,,
6UOcY6w4K6Ek5Lw5rFDHdP,iamamiwhoami,alternative dance chillwave electroclash escape room indie r&b indietronica metropopolis new rave pop shimmer pop swedish synthpop synthpop ,,
5lkiCO9UQ8B23dZ1o0UV4m,Jackson Browne,album rock art rock blues-rock classic rock country rock folk folk christmas folk rock lilith mellow gold neo mellow piano rock pop rock rock rock-and-roll rockabilly roots rock singer-songwriter soft rock southern rock traditional folk ,,
3ecREliS3Q8g2sCk40y0dw,Industria del Amor,banda cumbia deep cumbia sonidera duranguense grupera latin christmas norteno ranchera regional mexican world christmas ,,
6tbLPxj1uQ6vsRQZI2YFCT,In This Moment,alternative metal gothic symphonic metal melodic metalcore metalcore nu metal post-grunge rap metal rap rock ,,
2vm8GdHyrJh2O2MfbQFYG0,Ingrid Michaelson,acoustic pop ectofolk folk-pop indie folk indie pop indiecoustica lilith neo mellow pop pop rock viral pop ,,
0xhLp59a1jm2yaqwEcrrEx,Jackson Taylor & the Sinners,deep texas country outlaw country redneck texas country ,,
1RkiFRjwuJ0v6cEvwPRHpl,Irving Burgie,beach music ,,
2jKYwhd5FnRzJ8xp4HKP3R,Ira Kris,,,
67jA8fjiDYG0HwAwsvZsZu,Irene Papas,,,
6p2442ymrT9lZEuCZJdYcH,Ivy Queen,bachata latin latin hip hop reggaeton reggaeton flow trap latino tropical ,,
7HNEfHmDlFofG6YnMt8G7N,Jack Ingram,contemporary country country country road deep texas country modern country rock outlaw country texas country ,,
2BZDbnjUHnL2XAPgkdqTpb,Jennifer Love Hewitt,dance pop pop pop rock post-teen pop ,,
7rwI5cbw9cUKFVul2rZMiZ,Jane Monheit,adult standards bossa nova cabaret christmas jazz christmas vocal jazz ,,
1bSn5aMcE83TXLlLDU9rTy,Jah Cure,dancehall lovers rock reggae reggae fusion roots reggae ,,
6sQVeggRv1AhrMzuCjhCZe,Jamie O'Neal,contemporary country country country christmas country dawn country road ,,
4aEpM8RuVFDhH7ry8TUn4M,James Moody,bebop contemporary post-bop cool jazz hard bop jazz soul jazz ,,
2ju2ZxMe9yBOnt1MkWo32t,Jennifer Holliday,quiet storm show tunes urban contemporary ,,
1gnxlAhv4TnE1Kbvcbv8QI,Jaron And The Long Road To Love,contemporary country country country christmas country road modern country rock ,,
3HC7NcxQx2Yk0fWoRKJ0xF,Jefferson Starship,album rock art rock blues-rock british blues bubblegum pop classic rock country rock folk rock hard rock mellow gold progressive rock rock singer-songwriter soft rock southern rock symphonic rock ,,
0ZVqyfTk5GaaRiQNQaW9jg,Jeffree Star,electropowerpop strut ,,
6MaIFcQgc3Buqm4eCu3yU8,Jeff Bates,contemporary country country country christmas country road modern country rock redneck ,,
3kvy8do7n0qVqvlNFS4yOF,Jerry Reed,comic country country gospel country rock cowboy western nashville sound outlaw country southern rock traditional country ,,
19l4oVulvZzVoBEfaP3i0n,Jessa Zaragoza,opm ,,
4YgACLaoEjPl4kVZ5WmBN9,Jerry Douglas,bluegrass country blues progressive bluegrass ,,
1MhtYlJvUqfd2EgHSQTGK4,Jim James,alternative country chamber pop folk-pop indie folk indie pop indie rock louisville indie modern blues modern rock new americana roots rock shiver pop stomp and holler ,,
5kZU4PFplADMVuOZT9PoEF,Julio Iglesias Jr.,spanish pop rock ,,
4gn6f5jaOO75s0oF7ozqGG,Joanna Newsom,chamber pop folk-pop freak folk harp indie folk new weird america ,,
1xA6Ksx7J3viRq9ZtpuX06,Jo Carol Pierce,,,
1dCVdk6wu7QU7hYGCheU8T,Jo Hikk,canadian country modern country rock ,,
41ZMMuFFLPTVPkUsSI5KlV,Jimmy Reed,acoustic blues blues blues-rock british blues chicago blues country blues delta blues electric blues harmonica blues jazz blues jazz christmas jump blues louisiana blues memphis blues memphis soul new orleans blues piano blues piedmont blues rock-and-roll soul blues southern soul swamp blues texas blues traditional blues ,,
2l0uPY15Val00UlNvSEglT,Jimmy Swaggart,southern gospel ,,
4JgkKaAhbrxzR8MdB7UdWF,Jinky Vidal,opm pinoy alternative ,,
7B0E2bgBZnDxDDNPifVF4Y,John Deacon,,,
2wt01uw4v4E5FFkGKdV42b,John Ellison Conlee,broadway ,,
4PHlHYZs3KE01YMnFEegWb,John P. Kee and New Life feat. James Fortune, Isaac Carree & Lejuene Thompson,,
4OGuNAnRFWZOgOA2d51taz,Johnnie Taylor,chicago soul classic funk rock funk memphis soul motown quiet storm soul soul blues southern soul ,,
59B2CHEMh1to8diq0jB92r,John Tesh,new age ,,
2ahMUMyJ2xTC1Qaneot7Sm,Johnny Duncan,country gospel cowboy western nashville sound traditional country ,,
2AEcSFddxmvXT0A7rBwyVL,Jordan Knight,boy band ,,
5rX1EodZfwxmW4fQX2Caot,Jonny Lang,blues blues-rock british blues chicago blues country blues electric blues modern blues soul blues swamp blues texas blues traditional blues ,,
1aSxMhuvixZ8h9dK9jIDwL,Kate Bush,art rock dance rock folk christmas folk-pop indie christmas lilith new romantic new wave new wave pop permanent wave piano rock pop rock singer-songwriter ,,
1C4kZs9XyNnm9HWFng6ZFH,Justin Hayward,art rock mellow gold progressive rock soft rock symphonic rock ,,
6Uh8uJyN9g7oFjDK16nJgb,Juelz Santana,crunk dirty south rap gangster rap hardcore hip hop hip hop hip pop pop christmas pop rap rap trap music ,,
3jiQ4t07tyKTNkbp25Znjn,The Joslin Grove Choral Society,,,
0L8jXe7QeS9oYUoXbANmX4,Jukebox The Ghost,chamber pop indie folk indie pop indie poptimism indie rockism indiecoustica indietronica modern rock piano rock pop rock shimmer pop stomp and holler ,,
3um6cQ9VBFOscPfqcw7ORe,Julian Kovatchev,,,
1on7ZQ2pvgeQF4vmIA09x5,Charlie Brown Jr.,,,
36RONzYVz7gBzAI1k6kot1,Karen Carpenter,mellow gold soft rock ,,
6uATIQFyydDXPc2RlLzcUE,Kasey Chambers,alternative country australian pop folk ,,
51kwyClMV5iefOkIcbp1wd,Kasthuri Raja,,,
4rPZIJpeNz7GBm2t8YhR7j,Kat Graham,dance pop deep dance pop pop post-teen pop ,,
47nX6s2fhmLJ2Ifx4BS9kL,Karen Sokolof Javitch,,,
6XtWdWAC7rNqXwbs8hGqP9,Kay Tse,c-pop cantopop mandopop taiwanese pop ,,
13ny6LeAV0WvbDk32QRayD,KC Concepcion,opm ,,
4rzyV60OaaAyERuQq9o1fl,Kenny Hall,,,
33alb2jj6nlStPazNFjfzb,Kevin Benson,,,
4Rhu3rJx8aIemIs0AtsIRW,Ken Professor Philmore,,,
5i40Oy78yir1EjXtCN8hVw,King Nosmo,,,
2zJoKYyLmhvsq3ORbXE7xF,Kidd Kidd,,,
4Rx72ewRjxlDGiO6wPHpxe,Kim Richey,ectofolk folk lilith ,,
3tn79LMMIdIT1T0TXumjaH,King's X,album rock funk metal funk rock glam metal hard rock ,,
4KhdZRisDGBcnejGLCTo8A,Giannis Kotsiras,,,
0jx4hPtb5enLdBDdHKuSgf,Kottonmouth Kings,nu metal rap metal rap rock redneck ,,
6lUcc15t11bnaPr2qOuFs2,Larry Graham,chicago soul classic funk rock disco funk funk rock jazz funk memphis soul motown post-disco quiet storm soul urban contemporary ,,
4SsZpXami0QZZ5ScCsGsL1,La Tropa F,tejano ,,
0yKwlAeanIKjh5WERajdw6,Lane Turner,deep contemporary country ,,
488v7rQzthLNK22r0UvMie,La Bouche,bubblegum dance eurodance europop german techno hip house ,,
7ocwZINHqO9DZJgFtc1B20,Lara Fabian,french pop operatic pop world christmas ,,
6wH6iStAh4KIaWfuhf0NYM,Manu Chao,latin alternative rock en espanol world ,,
0H1BFBgA2wsr30CXVmfod9,Los Sacheros SantiagueÌ±os,,,
77Gf2HJPvVREGVNEV8goPZ,Lalo Mora,banda cumbia duranguense grupera mariachi norteno ranchera regional mexican regional mexican pop ,,
5Ch9563iFID8BQPfjRGJAA,Lance Miller,deep contemporary country ,,
4j1D2HVigkZ77JDPO2EPha,Layne Staley,,,
5HuSl4Q8gNb8p8Jc8K2Yyr,Latoya Jackson,,,
4463nfFMmK1cwAWBQDwT5e,Laura Branigan,dance rock europop mellow gold new romantic new wave pop soft rock ,,
5sennRot4Ls82wfspEQuf2,Leela James,hip pop neo soul new jack swing quiet storm r&b soul urban contemporary ,,
0L9xkvBPcEp1nrhDrodxc5,Level 42,art rock dance rock disco mellow gold new romantic new wave new wave pop post-disco soft rock synthpop ,,
6rJ9D34bMtluzXuFx2AFNT,Los terribles Del Norte,banda deep cumbia sonidera deep norteno deep regional mexican duranguense grupera norteno ranchera regional mexican ,,
014WIDx7H4BRCHB1faiisK,Los Tucanes De Tijuana,banda grupera latin hip hop norteno ranchera regional mexican regional mexican pop ,,
2PjgZkwAEk7UTin4jP6HLP,Lionel Hampton,bebop big band cabaret christmas cool jazz jazz jazz blues jazz christmas jump blues new orleans jazz piano blues stride swing vocal jazz ,,
0jIKstZv5iRcdEUyjS5Fgf,Liryc,,,
022EiWsch2zvty0qBUksDO,Liam Bailey,,,
3rXeRTogAKT6xqOLyfC7xv,Linda Davis,contemporary country country country christmas country dawn deep contemporary country ,,
5UJNzhfEc4w4PwgP9CUXUA,Lindsey Haun,contemporary country country country dawn country road ,,
1JZsGhTI51A9ybuQZO07wf,Lisa Marie Presley,,,
7B7TGqQe7QTVm2U6q8jzk1,Lil Rob,chicano rap g funk gangster rap latin hip hop ,,
3mXI2gpwWnNO9qbQG3n3EP,Lila Downs,bolero latin alternative latin pop nueva cancion rock en espanol trova ,,
13saZpZnCDWOI9D4IJhp1f,Lily Allen,dance pop europop folk-pop pop pop rock post-teen pop ,,
0MoXIHcFwhIWnFgBfdvQ30,Little Boots,alternative dance dance pop electroclash escape room indie poptimism indietronica new rave pop strut synthpop ,,
0ZIwOAzDuGPspzK7yiTc4S,Little Feat,album rock blues blues-rock british blues classic funk rock classic rock country blues country rock electric blues folk folk rock jam band jazz blues mellow gold modern blues new orleans blues psychedelic rock rock roots rock singer-songwriter soft rock southern rock texas blues traditional blues ,,
22JuR9OeENcP54XN5TlNWS,Little Walter,acoustic blues blues blues-rock chicago blues classic rock country blues delta blues electric blues harmonica blues jazz blues jump blues louisiana blues memphis blues memphis soul new orleans blues piano blues piedmont blues rock-and-roll soul soul blues southern soul swamp blues texas blues traditional blues ,,
0Z6hyoqGpchajBS8Gt3c0l,Little Wings,anti-folk freak folk indie folk lo-fi new weird america slow core ,,
6Jtd5QuiXJbfm0w0SmIDIQ,'Little Women' Original Broadway Cast,broadway ,,
1JdeDdujDbS6ZeSlkXqx3a,Loreena McKennitt,celtic celtic christmas new age operatic pop pop christmas world world christmas ,,
11W8OAdUklL05kUedjFyus,Lois Snead,,,
4ZzDf4AemnNng7dBIEOghC,Los Mora,,,
7oDAL6I6hsVHfn0ADFYpmh,Los Pumas Del Norte,mexican son norteno ,,
7HYgqp51TBXZdtjinjkQuZ,Los Razos,banda deep cumbia sonidera deep regional mexican duranguense grupera norteno ranchera regional mexican ,,
0HN5hS3FdmesIpZZrpInQn,Lou Josie,neo-rockabilly vintage rockabilly ,,
1zJBFCev9UwOMcrZsLi2od,Lou Rawls,adult standards chicago soul christmas classic funk rock disco jazz blues jazz christmas lounge memphis soul motown quiet storm soul soul blues soul christmas southern soul vocal jazz ,,
2kOMJsJc6Ai550awSlkfOS,Velza & Loudness,,,
1aH6Fv9D1PeFAliJghoY9x,Los Macheteros,,,
2nszmSgqreHSdJA3zWPyrW,Luis Miguel,bolero grupera latin latin christmas latin pop mariachi ,,
0hj3TrC0GoZKDTyxZo88pP,Lucas Hoge,lift kit ,,
2CLVPk9FcywjClBcTvWPkT,Loverboy,album rock classic rock glam metal hard rock mellow gold new wave pop rock soft rock southern rock ,,
31DIUxdWp9v21ssgHvDDMa,Lyn Todd,,,
1ZwdS5xdxEREPySFridCfh,2Pac,g funk gangster rap hip hop pop rap rap west coast rap ,,
2LJxr7Pt3JnP60eLxwbDOu,Mandy Moore,dance pop europop hollywood movie tunes neo mellow pop pop rock post-teen pop ,,
6F0GsrUuEo8z9qxxTJwa1Q,Simon Cooper featuring soprano Manuela Van Geenhoven,,,
6LeTtpvEZsxbUfDgLLZs9Z,Malcolm Moore,,,
4S4kD5NBlgaq4YLBQSEMyY,Mali Music,deep pop r&b gospel ,,
1r4hJ1h58CWwUQe3MxPuau,Maluma,reggaeton ,,
3NcauAfPeBbiaoBNYN5Z9G,Marcus Eldridge,,,
7ai5TWiOG8g9Hds5AATS28,Marillion,album rock art rock neo-progressive new romantic progressive rock soft rock symphonic rock ,,
3NSAbrtudtKqp7j0C4bqxQ,Mark Murphy,soul jazz vocal jazz ,,
2cNV8vNe2fPFf6OfGOBbSS,Mark Chesnutt,contemporary country country country christmas country gospel country road country rock modern country rock nashville sound outlaw country redneck texas country traditional country ,,
0sJaoFM0uFCOBE5Qcrhv7n,Marisol,,,
64KEffDW9EtZ1y2vBYgq8T,Marshmello,brostep edm progressive electro house ,,
5r0KYGxdIZEHZ6z6XbkVbo,Marvin Sapp,christian christmas gospel ,,
4046bnFxFJdLEtG7F2qXaV,Marky Mark And The Funky Bunch,hip house ,,
5Tic1bWAbmRoLrqaJ5SxU2,Michael Nesmith,country rock folk rock roots rock ,,
14f1WN9TUDVBK4sHUStmLG,MBLAQ,dance pop k-pop ,,
0BEr6nvOOHQMy53md08n9Y,Master Saleem,bhangra desi desi hip hop indian folk indian pop punjabi ,,
1Su9LpCBqg8PGOZtDiFmsO,Matt Mercado,,,
1rjeVTt9Ra1ldvN7SpeK0G,Max Martin,,,
0QJIPDAEDILuo8AIq3pMuU,M.I.A.,alternative dance dance pop escape room indie r&b new rave pop ,,
1ov3V5yMaqFCP1Rb03c9Fo,Melonie Cannon,,,
5jWTiWBU6BfIEtcYwYA3nv,Melanie Amaro,deep dance pop talent show ,,
4O2YL4ygn6eTBC0w1hyWUM,Melanie Fiona,canadian pop dance pop deep pop r&b hip pop neo soul pop r&b urban contemporary ,,
1icaufOGQKlDwcb5vhYHkP,Melissa Auf der Maur,,,
0ejP00sXhjyhYqmHr3rgOx,Melissa Bollea Rowe,,,
01Ppu7N8uYJI8SAONo2YZA,Melissa Etheridge,folk folk christmas folk-pop lilith mellow gold new wave pop pop christmas pop rock ,,
6TaZo2bST6hLf4fU75OOKi,Michael and Regina Winans,,,
1DXylZlWbVvlckNqwvjTEt,Ministry,alternative metal alternative rock ebm funk rock groove metal grunge hard rock industrial industrial metal industrial rock new wave nu metal rap metal rap rock rock ,,
6ffshCRrWAxamCkQ6Fe62D,Michael Celedon,,,
0NWbwDZY1VkRqFafuQm6wk,Mike WiLL Made-It,dirty south rap dwn trap hip hop pop rap rap southern hip hop trap music underground hip hop ,,
1bOBSXQZnVZfOZtvKr5lLs,Mike O'Brien,,,
2lGlFTygMMk37JsYm8a46o,Mike Farris,,,
27XI002zivG9xuzrZ9dIb1,Millie Jackson,chicago soul classic funk rock disco funk memphis soul motown northern soul quiet storm soul soul blues southern soul southern soul blues ,,
7s7Q0xacR6ShONfklPYcPz,Moe Bandy,country country christmas country gospel country rock cowboy western nashville sound outlaw country swamp pop texas country traditional country western swing ,,
6I2891HPq8zEnBEuwc5iAP,Money Mark,,,
7DBsiQxsZAKC5lHoRCdOFG,Moonshine Bandits,redneck ,,
5GnnSrwNCGyfAU4zuIytiS,Mohit Chauhan,desi filmi indian pop ,,
3S81oM6w9tzFUxEzvdql6I,Midnight To Monaco,,,
6oQ2ggXtiBDHoRBgR6it6i,Nadama,healing kirtan meditation new age ,,
5lrRzJMDAfZ53pdfdXXFjm,Mother Maybelle Carter,,,
3hyGGjxu73JuzBa757H6R5,The Mountain Goats,alternative rock anti-folk chamber pop folk-pop freak folk indie folk indie pop indie rock lo-fi melancholia modern rock neo-psychedelic new weird america noise pop pop rock slow core stomp and holler ,,
1L56apXminRPJqnqBN0vhe,Morris Day,classic funk rock disco funk new jack swing post-disco quiet storm urban contemporary ,,
3G3Gdm0ZRAOxLrbyjfhii5,My Bloody Valentine,alternative rock art rock britpop chamber pop dance rock dance-punk dream pop electronic experimental experimental rock freak folk garage psych indie pop indie rock lo-fi modern rock neo-psychedelic new wave noise pop noise rock nu gaze post rock post-hardcore shoegaze slow core space rock uk post-punk ,,
5tTsrGPwQRWUsHR2Xf7Ke9,Natalie Cole,adult standards cabaret christmas disco jazz blues jazz christmas mellow gold motown quiet storm soft rock soul soul christmas vocal jazz ,,
0dlOr0VIysztGWvU1dpjmP,Natalie Imbruglia,australian pop dance pop europop folk-pop lilith neo mellow new wave pop pop pop rock ,,
73JEBdDEFeVaOLg3y0HhBD,Natalie Merchant,folk folk christmas folk-pop lilith mellow gold new wave pop pop christmas pop rock singer-songwriter ,,
1Oa0bMld0A3u5OTYfMzp5h,Nate Dogg,g funk gangster rap hip hop pop christmas pop rap rap west coast rap ,,
3tCxM1rTj2qUXsiQZxvt2I,Nappy Roots,crunk dirty south rap gangster rap pop rap southern hip hop ,,
73sawKQrhPG7HXTDRZGfOX,Nashville Pussy,garage rock sleaze rock stoner rock ,,
32fNbCzrzfsTbMHjznvm4S,Nat & Alex Wolff,,,
6Tz0QRoe083BcOo2YbG9lV,Nena,dance rock europop german pop new romantic new wave new wave pop ,,
5CAiy5rDr3LaSoGtJOq6A0,Nanci Griffith,alternative country country rock folk folk rock folk-pop lilith outlaw country singer-songwriter traditional folk ,,
0a6gUJS4w063geodSs3jot,Neal Coty,deep contemporary country ,,
4j5KBTO4tk7up54ZirNGvK,NERVO,australian dance big room deep big room edm electro house house progressive electro house progressive house tropical house ,,
4kL8cKbDXRyHG3JUbkoBUI,New York Rappers,,,
7sjttK1WcZeyLPn3IsQ62L,Noel Gallagher's High Flying Birds,alt-indie rock britpop garage rock indie rock madchester modern rock rock ,,
3hozsZ9hqNq7CoBGYNlFTz,OK Go,alternative dance alternative rock chicago indie comic garage rock indie pop indie rock modern rock permanent wave pop rock ,,
2The4Ur661sLPGndcUuuLu,Nu Shooz,freestyle new wave pop post-disco ,,
1kNQXvepPjaPgUfeDAF2h6,You Me At Six,emo modern rock pop emo pop punk screamo ,,
4zKhX6hYCQPNs406umP9Fx,O-Town,boy band dance pop europop ,,
0YQnIyTf9i5M8QEZ7uNSr6,Oag,malaysian pop ,,
42IUN9kTPdUdI1kre6L7Wk,P-Square,afrobeats azonto azontobeats ,,
00YTqRClk82aMchQQpYMd5,Our Last Night,metalcore pop punk rap metal screamo ,,
1ZniFKNln8GCfMNqX5B6n0,Outshyne,contemporary country country road lift kit modern country rock redneck ,,
28ArvZS9yIxIPnPCDD5IXD,Otis Gibbs,alternative country deep new americana folk new americana outlaw country roots rock texas country ,,
60df5JBRRPcnSpsIMxxwQm,Otis Redding,brill building pop chicago soul christmas classic funk rock classic rock folk rock funk jazz blues mellow gold memphis soul motown quiet storm soul soul blues soul christmas southern soul ,,
19sJfp2FK2evlsw46WVhPG,Paul Gilbert,metal guitar neo classical metal ,,
0SgDfSfWqkZMW96aT2oQZ1,Paul Hardcastle,jazz christmas smooth jazz ,,
5dmU7FrmtbQaSzIvGsE4Jp,Pancho Barraza,banda deep cumbia sonidera duranguense grupera mariachi norteno ranchera regional mexican regional mexican pop ,,
5XSH96CZcQGu2KiZtscz3p,Pastor Charles Charamba,,,
756uqm3CvkET1XDS2HDgFX,Paul Koleske,,,
4yWvsA5YVPt4pQvOAPeI3f,Pascal Jourdan,,,
4sdBlhjR2yhvidXrNrzimI,Patrick Yandall,deep smooth jazz jazz christmas smooth jazz ,,
0ty0xha1dbprYIUAQufkFn,Patti LaBelle,classic funk rock dance pop disco funk hip pop memphis soul motown neo soul new jack swing pop post-disco quiet storm r&b soul soul blues soul christmas southern soul urban contemporary ,,
0vYkHhJ48Bs3jWcvZXvOrP,Patti Smith,art rock classic rock dance rock folk christmas folk rock folk-pop heavy christmas new wave new wave pop permanent wave post-punk protopunk psychedelic rock punk punk christmas rock singer-songwriter ,,
4LB195dfAZEPq0wPLISILx,Paul Sapiera,,,
20GkA5r78JwVBtZ4tNtriJ,Paul Thorn,modern blues outlaw country roots rock texas country ,,
6nKqt1nbSBEq3iUXD1Xgz8,Petula Clark,adult standards brill building pop bubblegum pop cabaret christmas easy listening folk folk rock lounge mellow gold merseybeat rock-and-roll soft rock ,,
5xWPOujQqd4wXyB08slZ9Z,Peter Cetera,adult standards album rock mellow gold new wave pop soft rock ,,
55vs7NT1KxcFjbMC4y202E,REO Speedwagon,album rock classic rock folk rock hard rock mellow gold new wave pop pop rock rock soft rock southern rock ,,
5jQa0f5MIMPEK7udL7UpI6,Porno Graffitti,anime ,,
08Ld63UgKrJ0nZnCkzHtzc,Project Pat,crunk deep southern trap deep trap dirty south rap gangster rap memphis hip hop pop rap rap southern hip hop trap music ,,
6XwcepfAsPhrvwziGxhwju,Pretty Ricky,crunk dance pop deep pop r&b dirty south rap gangster rap hip hop hip pop new jack swing pop pop rap r&b rap southern hip hop trap music urban contemporary ,,
0j4ZVeMLH38uXEup39Hjvb,Ral Donner,rock-and-roll ,,
3OLGltG8UPIea8sA4w0yg0,Rahat Fateh Ali Khan,desi desi hip hop filmi indian folk indian pop pakistani pop qawwali ,,
3shMd6Vll0mOcviQ3hrk8m,Randy Edelman,scorecore soundtrack ,,
2hTFYVduEywDC8zUUUVbUE,Red Line Chemistry,alternative metal hard alternative post-grunge ,,
7xTKLpo7UCzXSnlH7fOIoM,Redman,alternative hip hop dirty south rap east coast hip hop gangster rap hardcore hip hop hip hop hip pop pop rap rap southern hip hop ,,
2WjvvwAX0mdWwq3aFuUdtc,Rebelution,reggae rock ,,
0jmPjksXqVrO92Urmx58vg,Reckless Kelly,alternative country deep texas country outlaw country roots rock texas country ,,
1V5zaauUkIikPuvyW8TmyB,Request-A-Song.com,,,
5b5znpp1IovXQ2u4dBWsfV,Richie Rosato,,,
7inC0Ybb6OGEMB7GP8nfi1,Rhea Raj,,,
6MErTl3oSrut7QPzix0ylG,Rhonda Fleming,,,
4aRLZXzypPQPS9fx6QTRaq,Rhydian,operatic pop talent show ,,
11kpGPoqvgcekz44AOmckk,Reverend Dr. Morgan Babb,,,
7vCJSBATlld5vDKTH87tpG,Revolting Cocks,ebm electro-industrial experimental gothic rock industrial industrial metal industrial rock ,,
1ZTdxfZTeztyAgKUJVLxAI,Rivermaya,neo mellow opm pinoy alternative pop rock ,,
5BSniVlvtJllWrWASmxHHp,Sidath Chandrakuma,,,
2lWyGq70DbXwZRU6mglbwi,Ricky Jai,,,
530Sdm7eqqzWBdDmILMgnu,Robert Palmer,album rock art rock classic funk rock classic rock dance rock disco mellow gold new romantic new wave new wave pop rock singer-songwriter soft rock synthpop ,,
42LOtwpoBAnVLUqPJ8gwFy,Robert Francis,,,
2DyNbIbQuIOi4WTV96nsg7,Robert McDuffy,,,
1RP2UpEaRzkF0Id3JigqD8,Roger Miller,comic country country gospel country rock cowboy western nashville sound outlaw country traditional country traditional folk western swing ,,
7heUyuJw3gZftFZRa1rV6M,Roy Acuff,appalachian folk bluegrass country gospel cowboy western nashville sound outlaw country traditional country traditional folk western swing ,,
6Yc4qnKRgUoS7hUHVW1DyC,Dave Sampson & the Hunters,,,
4cFA9cxl7v3CrFYxOOXsSs,Sam Grow,lift kit ,,
4bHUU1TUSHFCWzPkl7W997,Santal,,,
75jU2q0uEWzSIlqRJtedJV,Sarah Blasko,australian pop deep australian indie ,,
7ArVPbPjbcFhhDSjcbqV3N,Shannon Thunderbird & Sandy Horne,,,
2KAaJOwfu8n93byx6YPRPa,Scarlett Johansson,hollywood ,,
3NRFinRTEqUCfaTTZmk8ek,Savage Garden,australian pop boy band dance pop europop pop rock ,,
3jmxkI8Jhv8bHOd2qSiU9j,Serena Ryder,canadian indie canadian pop folk christmas folk-pop lilith ,,
06bDwgCHeMAwhgI8il4Y5k,Set It Off,electropowerpop emo otacore pixie pop emo pop punk punk christmas ,,
2oxmEjNo7UXIiZi7X7ovGq,The Seldom Scene,appalachian folk bluegrass old-time progressive bluegrass traditional folk ,,
5u7XKRtVQQxpaienPaIMN0,Semino Rossi,discofox schlager volksmusik ,,
42qG0bvG3B4FKtQ93yCOZc,Shea Seger,lilith ,,
7qAcXJgt1PWnxwUgxMdyuk,Sick Puppies,alternative metal nu metal pop punk post-grunge rap metal rap rock ,,
2hRQKC0gqlZGPrmUKbcchR,SHINee,dance pop j-pop k-pop korean pop ,,
090VebphoycdEyH165iMqc,Shirley Bassey,adult standards brill building pop cabaret christmas disco easy listening jazz christmas lounge operatic pop vocal jazz ,,
49bzE5vRBRIota4qeHtQM8,Skillet,alternative metal christian alternative rock christian music christian rock nu metal pop punk post-grunge rap metal ,,
4pFAF1L1tYnJHLe5hgyKuI,Six Feet Under,alternative metal brutal death metal death metal deathgrind grindcore groove metal melodic metalcore metal nu metal rap metal rap rock speed metal technical death metal thrash metal ,,
5PrHzxc3kFm4hIrGNmelpX,RodrÌ_guez,folk rock singer-songwriter ,,
1QXyMGVMzdhyM5efhg3m3j,Skylar Astin,broadway ,,
2YlIQdn0iOGFWdw0Q3vtDB,Siouxsie Sioux,,,
6gkWznnJkdkwRPVcmnrays,Sister Sledge,classic funk rock disco disco house funk memphis soul motown post-disco quiet storm soul vocal house ,,
0E1Kww16gRUVNLwX8Jsr6V,Smokey Joe Myers,,,
2cBh5lVMg222FFuRU7EfDE,Sophie Ellis-Bextor,dance pop disco house europop new wave pop pop pop rock strut synthpop vocal house ,,
3ZooCJzNMTLpmJaIRUEorI,Young Dro,crunk deep southern trap deep trap dirty south rap dwn trap gangster rap hip hop pop rap rap southern hip hop trap music ,,
4PoYwGOztIrPpBfRIlMSxP,Soil,alternative metal groove metal industrial metal industrial rock melodic death metal melodic metalcore metalcore nu metal post-grunge rap metal rap rock ,,
3e2jFFSyQ3RQDSi1YI543i,Spooks,,,
6GMYJwaziB4ekv1Y6wCDWS,Soulja Boy,crunk dance pop dirty south rap dwn trap gangster rap hip hop hip pop pop pop rap rap southern hip hop trap music ,,
0VnLQZ37oYVlV9MeztxSmu,Soul Dhamma,,,
7mptxhE5GwVj787bqNuEM9,Spalding Rockwell,electroclash ,,
3DWWL4kwLZMBLsmVsbZYHR,Sparta,emo emo punk post-hardcore space rock ,,
32zks9ovi0IExzUd1C7W6o,Steven Tyler,,,
1BKaTL1LT3J5L0g3T2tfNi,Naked Blue & Steuart Smith,,,
2qQFan5AqzA4zB443MZOl2,Stark Sands,broadway hollywood show tunes ,,
7DLSRkdZGUdCN98UT44PAd,Steve Brown,,,
0F6A1x90RTmY4Zl2raIz8j,Steve McGrew,comedy deep comedy ,,
3uBMhKEXqr2UtRlx7Jn9LL,Sunny Sweeney,contemporary country country country dawn country road modern country rock outlaw country texas country ,,
